   UT, hrs       ALT, km       Ne, el/m^3  
    19.80          365.0     8.995e+10 
    19.80          370.0     8.705e+10 
    19.80          375.0     8.416e+10 
    19.80          380.0     8.136e+10 
    19.80          385.0     7.874e+10 
    19.80          390.0     7.641e+10 
    19.80          395.0     7.428e+10 
    19.80          400.0     7.224e+10 
    19.80          405.0     7.028e+10 
    19.80          410.0     6.838e+10 
    19.80          415.0     6.642e+10 
    19.80          420.0     6.435e+10 
    19.80          425.0     6.245e+10 
    19.80          430.0     6.058e+10 
    19.80          435.0     5.887e+10 
    19.80          440.0     5.774e+10 
    19.80          445.0     5.752e+10 
    19.80          450.0     5.806e+10 
    19.80          455.0     5.939e+10 
    19.80          460.0     6.022e+10 
    19.80          465.0     6.016e+10 
    19.80          470.0     5.888e+10 
    19.80          475.0     5.648e+10 
    19.80          480.0     5.316e+10 
    19.80          485.0     5.010e+10 
    19.80          490.0     4.742e+10 
    19.80          495.0     4.569e+10 
    19.80          500.0     4.497e+10 
    19.80          505.0     4.494e+10 
    19.80          510.0     4.552e+10 
    19.80          515.0     4.647e+10 
    19.80          520.0     4.727e+10 
    19.80          525.0     4.763e+10 
    19.80          530.0     4.759e+10 
    19.80          535.0     4.722e+10 
    19.80          540.0     4.673e+10 
    19.80          545.0     4.622e+10 
    19.80          550.0     4.581e+10 
    19.80          555.0     4.551e+10 
    19.80          560.0     4.521e+10 
    19.80          565.0     4.436e+10 
    19.80          570.0     4.213e+10 
    19.80          575.0     3.860e+10 
    19.80          580.0     3.394e+10 
    19.80          585.0     3.132e+10 
    19.80          590.0     2.802e+10 
    19.80          595.0     2.484e+10 
    19.80          600.0     2.197e+10 
    19.90           90.0     8.606e+10 
    19.90           95.0     9.314e+10 
    19.90          100.0     9.730e+10 
    19.90          105.0     1.019e+11 
    19.90          110.0     1.053e+11 
    19.90          115.0     1.109e+11 
    19.90          120.0     1.182e+11 
    19.90          125.0     1.288e+11 
    19.90          130.0     1.377e+11 
    19.90          135.0     1.472e+11 
    19.90          140.0     1.579e+11 
    19.90          145.0     1.693e+11 
    19.90          150.0     1.729e+11 
    19.90          155.0     1.763e+11 
    19.90          160.0     1.791e+11 
    19.90          165.0     1.833e+11 
    19.90          170.0     1.825e+11 
    19.90          175.0     1.828e+11 
    19.90          180.0     1.840e+11 
    19.90          185.0     1.836e+11 
    19.90          190.0     1.805e+11 
    19.90          195.0     1.776e+11 
    19.90          200.0     1.768e+11 
    19.90          205.0     1.742e+11 
    19.90          210.0     1.723e+11 
    19.90          215.0     1.724e+11 
    19.90          220.0     1.729e+11 
    19.90          225.0     1.740e+11 
    19.90          230.0     1.762e+11 
    19.90          235.0     1.786e+11 
    19.90          240.0     1.804e+11 
    19.90          245.0     1.808e+11 
    19.90          250.0     1.804e+11 
    19.90          255.0     1.791e+11 
    19.90          260.0     1.768e+11 
    19.90          265.0     1.735e+11 
    19.90          270.0     1.698e+11 
    19.90          275.0     1.659e+11 
    19.90          280.0     1.618e+11 
    19.90          285.0     1.577e+11 
    19.90          290.0     1.538e+11 
    19.90          295.0     1.499e+11 
    19.90          300.0     1.456e+11 
    19.90          305.0     1.408e+11 
    19.90          310.0     1.353e+11 
    19.90          315.0     1.297e+11 
    19.90          320.0     1.242e+11 
    19.90          325.0     1.191e+11 
    19.90          330.0     1.146e+11 
    19.90          335.0     1.108e+11 
    19.90          340.0     1.074e+11 
    19.90          345.0     1.041e+11 
    19.90          350.0     1.010e+11 
    19.90          355.0     9.799e+10 
    19.90          360.0     9.498e+10 
    19.90          365.0     9.193e+10 
    19.90          370.0     8.891e+10 
    19.90          375.0     8.606e+10 
    19.90          380.0     8.343e+10 
    19.90          385.0     8.105e+10 
    19.90          390.0     7.888e+10 
    19.90          395.0     7.679e+10 
    19.90          400.0     7.462e+10 
    19.90          405.0     7.248e+10 
    19.90          410.0     7.024e+10 
    19.90          415.0     6.791e+10 
    19.90          420.0     6.559e+10 
    19.90          425.0     6.348e+10 
    19.90          430.0     6.158e+10 
    19.90          435.0     6.000e+10 
    19.90          440.0     5.909e+10 
    19.90          445.0     5.912e+10 
    19.90          450.0     5.988e+10 
    19.90          455.0     6.128e+10 
    19.90          460.0     6.215e+10 
    19.90          465.0     6.205e+10 
    19.90          470.0     6.069e+10 
    19.90          475.0     5.818e+10 
    19.90          480.0     5.480e+10 
    19.90          485.0     5.177e+10 
    19.90          490.0     4.921e+10 
    19.90          495.0     4.763e+10 
    19.90          500.0     4.693e+10 
    19.90          505.0     4.683e+10 
    19.90          510.0     4.724e+10 
    19.90          515.0     4.797e+10 
    19.90          520.0     4.840e+10 
    19.90          525.0     4.851e+10 
    19.90          530.0     4.826e+10 
    19.90          535.0     4.781e+10 
    19.90          540.0     4.740e+10 
    19.90          545.0     4.711e+10 
    19.90          550.0     4.690e+10 
    19.90          555.0     4.664e+10 
    19.90          560.0     4.621e+10 
    19.90          565.0     4.513e+10 
    19.90          570.0     4.279e+10 
    19.90          575.0     3.936e+10 
    19.90          580.0     3.498e+10 
    19.90          585.0     3.253e+10 
    19.90          590.0     2.954e+10 
    19.90          595.0     2.667e+10 
    19.90          600.0     2.379e+10 
    20.00           90.0     8.463e+10 
    20.00           95.0     9.250e+10 
    20.00          100.0     9.727e+10 
    20.00          105.0     1.019e+11 
    20.00          110.0     1.053e+11 
    20.00          115.0     1.116e+11 
    20.00          120.0     1.188e+11 
    20.00          125.0     1.289e+11 
    20.00          130.0     1.374e+11 
    20.00          135.0     1.465e+11 
    20.00          140.0     1.569e+11 
    20.00          145.0     1.684e+11 
    20.00          150.0     1.721e+11 
    20.00          155.0     1.761e+11 
    20.00          160.0     1.794e+11 
    20.00          165.0     1.838e+11 
    20.00          170.0     1.834e+11 
    20.00          175.0     1.844e+11 
    20.00          180.0     1.861e+11 
    20.00          185.0     1.862e+11 
    20.00          190.0     1.832e+11 
    20.00          195.0     1.812e+11 
    20.00          200.0     1.809e+11 
    20.00          205.0     1.787e+11 
    20.00          210.0     1.773e+11 
    20.00          215.0     1.780e+11 
    20.00          220.0     1.783e+11 
    20.00          225.0     1.794e+11 
    20.00          230.0     1.815e+11 
    20.00          235.0     1.841e+11 
    20.00          240.0     1.861e+11 
    20.00          245.0     1.866e+11 
    20.00          250.0     1.860e+11 
    20.00          255.0     1.848e+11 
    20.00          260.0     1.826e+11 
    20.00          265.0     1.795e+11 
    20.00          270.0     1.760e+11 
    20.00          275.0     1.721e+11 
    20.00          280.0     1.680e+11 
    20.00          285.0     1.638e+11 
    20.00          290.0     1.597e+11 
    20.00          295.0     1.556e+11 
    20.00          300.0     1.511e+11 
    20.00          305.0     1.460e+11 
    20.00          310.0     1.404e+11 
    20.00          315.0     1.346e+11 
    20.00          320.0     1.290e+11 
    20.00          325.0     1.240e+11 
    20.00          330.0     1.196e+11 
    20.00          335.0     1.157e+11 
    20.00          340.0     1.122e+11 
    20.00          345.0     1.087e+11 
    20.00          350.0     1.054e+11 
    20.00          355.0     1.022e+11 
    20.00          360.0     9.897e+10 
    20.00          365.0     9.562e+10 
    20.00          370.0     9.254e+10 
    20.00          375.0     8.974e+10 
    20.00          380.0     8.718e+10 
    20.00          385.0     8.485e+10 
    20.00          390.0     8.272e+10 
    20.00          395.0     8.054e+10 
    20.00          400.0     7.814e+10 
    20.00          405.0     7.560e+10 
    20.00          410.0     7.297e+10 
    20.00          415.0     7.035e+10 
    20.00          420.0     6.780e+10 
    20.00          425.0     6.571e+10 
    20.00          430.0     6.400e+10 
    20.00          435.0     6.269e+10 
    20.00          440.0     6.210e+10 
    20.00          445.0     6.237e+10 
    20.00          450.0     6.327e+10 
    20.00          455.0     6.476e+10 
    20.00          460.0     6.559e+10 
    20.00          465.0     6.539e+10 
    20.00          470.0     6.389e+10 
    20.00          475.0     6.125e+10 
    20.00          480.0     5.785e+10 
    20.00          485.0     5.485e+10 
    20.00          490.0     5.228e+10 
    20.00          495.0     5.060e+10 
    20.00          500.0     4.979e+10 
    20.00          505.0     4.949e+10 
    20.00          510.0     4.960e+10 
    20.00          515.0     4.997e+10 
    20.00          520.0     5.016e+10 
    20.00          525.0     5.009e+10 
    20.00          530.0     4.983e+10 
    20.00          535.0     4.951e+10 
    20.00          540.0     4.933e+10 
    20.00          545.0     4.924e+10 
    20.00          550.0     4.903e+10 
    20.00          555.0     4.863e+10 
    20.00          560.0     4.797e+10 
    20.00          565.0     4.669e+10 
    20.00          570.0     4.428e+10 
    20.00          575.0     4.092e+10 
    20.00          580.0     3.670e+10 
    20.00          585.0     3.438e+10 
    20.00          590.0     3.155e+10 
    20.00          595.0     2.876e+10 
    20.00          600.0     2.613e+10 
    20.10           90.0     8.265e+10 
    20.10           95.0     9.198e+10 
    20.10          100.0     9.745e+10 
    20.10          105.0     1.018e+11 
    20.10          110.0     1.055e+11 
    20.10          115.0     1.125e+11 
    20.10          120.0     1.195e+11 
    20.10          125.0     1.284e+11 
    20.10          130.0     1.359e+11 
    20.10          135.0     1.440e+11 
    20.10          140.0     1.541e+11 
    20.10          145.0     1.655e+11 
    20.10          150.0     1.699e+11 
    20.10          155.0     1.755e+11 
    20.10          160.0     1.799e+11 
    20.10          165.0     1.845e+11 
    20.10          170.0     1.848e+11 
    20.10          175.0     1.868e+11 
    20.10          180.0     1.885e+11 
    20.10          185.0     1.890e+11 
    20.10          190.0     1.863e+11 
    20.10          195.0     1.856e+11 
    20.10          200.0     1.862e+11 
    20.10          205.0     1.853e+11 
    20.10          210.0     1.843e+11 
    20.10          215.0     1.857e+11 
    20.10          220.0     1.854e+11 
    20.10          225.0     1.861e+11 
    20.10          230.0     1.879e+11 
    20.10          235.0     1.907e+11 
    20.10          240.0     1.928e+11 
    20.10          245.0     1.936e+11 
    20.10          250.0     1.935e+11 
    20.10          255.0     1.927e+11 
    20.10          260.0     1.912e+11 
    20.10          265.0     1.885e+11 
    20.10          270.0     1.852e+11 
    20.10          275.0     1.812e+11 
    20.10          280.0     1.768e+11 
    20.10          285.0     1.722e+11 
    20.10          290.0     1.679e+11 
    20.10          295.0     1.636e+11 
    20.10          300.0     1.591e+11 
    20.10          305.0     1.543e+11 
    20.10          310.0     1.490e+11 
    20.10          315.0     1.436e+11 
    20.10          320.0     1.384e+11 
    20.10          325.0     1.335e+11 
    20.10          330.0     1.289e+11 
    20.10          335.0     1.247e+11 
    20.10          340.0     1.207e+11 
    20.10          345.0     1.168e+11 
    20.10          350.0     1.129e+11 
    20.10          355.0     1.094e+11 
    20.10          360.0     1.058e+11 
    20.10          365.0     1.023e+11 
    20.10          370.0     9.916e+10 
    20.10          375.0     9.632e+10 
    20.10          380.0     9.379e+10 
    20.10          385.0     9.137e+10 
    20.10          390.0     8.898e+10 
    20.10          395.0     8.637e+10 
    20.10          400.0     8.353e+10 
    20.10          405.0     8.060e+10 
    20.10          410.0     7.782e+10 
    20.10          415.0     7.522e+10 
    20.10          420.0     7.276e+10 
    20.10          425.0     7.085e+10 
    20.10          430.0     6.933e+10 
    20.10          435.0     6.821e+10 
    20.10          440.0     6.779e+10 
    20.10          445.0     6.828e+10 
    20.10          450.0     6.928e+10 
    20.10          455.0     7.068e+10 
    20.10          460.0     7.133e+10 
    20.10          465.0     7.087e+10 
    20.10          470.0     6.913e+10 
    20.10          475.0     6.629e+10 
    20.10          480.0     6.273e+10 
    20.10          485.0     5.958e+10 
    20.10          490.0     5.683e+10 
    20.10          495.0     5.489e+10 
    20.10          500.0     5.371e+10 
    20.10          505.0     5.304e+10 
    20.10          510.0     5.280e+10 
    20.10          515.0     5.297e+10 
    20.10          520.0     5.315e+10 
    20.10          525.0     5.318e+10 
    20.10          530.0     5.308e+10 
    20.10          535.0     5.290e+10 
    20.10          540.0     5.274e+10 
    20.10          545.0     5.261e+10 
    20.10          550.0     5.224e+10 
    20.10          555.0     5.160e+10 
    20.10          560.0     5.070e+10 
    20.10          565.0     4.919e+10 
    20.10          570.0     4.665e+10 
    20.10          575.0     4.334e+10 
    20.10          580.0     3.932e+10 
    20.10          585.0     3.714e+10 
    20.10          590.0     3.453e+10 
    20.10          595.0     3.195e+10 
    20.10          600.0     2.941e+10 
    20.20           90.0     8.024e+10 
    20.20           95.0     9.048e+10 
    20.20          100.0     9.653e+10 
    20.20          105.0     1.007e+11 
    20.20          110.0     1.046e+11 
    20.20          115.0     1.123e+11 
    20.20          120.0     1.187e+11 
    20.20          125.0     1.266e+11 
    20.20          130.0     1.334e+11 
    20.20          135.0     1.407e+11 
    20.20          140.0     1.503e+11 
    20.20          145.0     1.616e+11 
    20.20          150.0     1.670e+11 
    20.20          155.0     1.750e+11 
    20.20          160.0     1.802e+11 
    20.20          165.0     1.856e+11 
    20.20          170.0     1.870e+11 
    20.20          175.0     1.893e+11 
    20.20          180.0     1.892e+11 
    20.20          185.0     1.891e+11 
    20.20          190.0     1.866e+11 
    20.20          195.0     1.863e+11 
    20.20          200.0     1.883e+11 
    20.20          205.0     1.890e+11 
    20.20          210.0     1.897e+11 
    20.20          215.0     1.919e+11 
    20.20          220.0     1.922e+11 
    20.20          225.0     1.930e+11 
    20.20          230.0     1.952e+11 
    20.20          235.0     1.986e+11 
    20.20          240.0     2.011e+11 
    20.20          245.0     2.024e+11 
    20.20          250.0     2.030e+11 
    20.20          255.0     2.031e+11 
    20.20          260.0     2.024e+11 
    20.20          265.0     2.003e+11 
    20.20          270.0     1.974e+11 
    20.20          275.0     1.935e+11 
    20.20          280.0     1.889e+11 
    20.20          285.0     1.841e+11 
    20.20          290.0     1.797e+11 
    20.20          295.0     1.754e+11 
    20.20          300.0     1.711e+11 
    20.20          305.0     1.665e+11 
    20.20          310.0     1.617e+11 
    20.20          315.0     1.565e+11 
    20.20          320.0     1.512e+11 
    20.20          325.0     1.458e+11 
    20.20          330.0     1.404e+11 
    20.20          335.0     1.354e+11 
    20.20          340.0     1.307e+11 
    20.20          345.0     1.263e+11 
    20.20          350.0     1.224e+11 
    20.20          355.0     1.189e+11 
    20.20          360.0     1.155e+11 
    20.20          365.0     1.123e+11 
    20.20          370.0     1.092e+11 
    20.20          375.0     1.062e+11 
    20.20          380.0     1.032e+11 
    20.20          385.0     1.002e+11 
    20.20          390.0     9.730e+10 
    20.20          395.0     9.439e+10 
    20.20          400.0     9.149e+10 
    20.20          405.0     8.857e+10 
    20.20          410.0     8.562e+10 
    20.20          415.0     8.264e+10 
    20.20          420.0     7.972e+10 
    20.20          425.0     7.744e+10 
    20.20          430.0     7.584e+10 
    20.20          435.0     7.493e+10 
    20.20          440.0     7.480e+10 
    20.20          445.0     7.542e+10 
    20.20          450.0     7.620e+10 
    20.20          455.0     7.716e+10 
    20.20          460.0     7.728e+10 
    20.20          465.0     7.643e+10 
    20.20          470.0     7.453e+10 
    20.20          475.0     7.168e+10 
    20.20          480.0     6.803e+10 
    20.20          485.0     6.460e+10 
    20.20          490.0     6.142e+10 
    20.20          495.0     5.897e+10 
    20.20          500.0     5.729e+10 
    20.20          505.0     5.622e+10 
    20.20          510.0     5.574e+10 
    20.20          515.0     5.578e+10 
    20.20          520.0     5.585e+10 
    20.20          525.0     5.582e+10 
    20.20          530.0     5.571e+10 
    20.20          535.0     5.556e+10 
    20.20          540.0     5.546e+10 
    20.20          545.0     5.541e+10 
    20.20          550.0     5.505e+10 
    20.20          555.0     5.433e+10 
    20.20          560.0     5.325e+10 
    20.20          565.0     5.156e+10 
    20.20          570.0     4.893e+10 
    20.20          575.0     4.571e+10 
    20.20          580.0     4.191e+10 
    20.20          585.0     3.990e+10 
    20.20          590.0     3.753e+10 
    20.20          595.0     3.516e+10 
    20.20          600.0     3.280e+10 
    20.30           90.0     7.942e+10 
    20.30           95.0     8.951e+10 
    20.30          100.0     9.567e+10 
    20.30          105.0     9.981e+10 
    20.30          110.0     1.037e+11 
    20.30          115.0     1.116e+11 
    20.30          120.0     1.180e+11 
    20.30          125.0     1.253e+11 
    20.30          130.0     1.317e+11 
    20.30          135.0     1.385e+11 
    20.30          140.0     1.475e+11 
    20.30          145.0     1.587e+11 
    20.30          150.0     1.642e+11 
    20.30          155.0     1.733e+11 
    20.30          160.0     1.789e+11 
    20.30          165.0     1.846e+11 
    20.30          170.0     1.859e+11 
    20.30          175.0     1.884e+11 
    20.30          180.0     1.875e+11 
    20.30          185.0     1.874e+11 
    20.30          190.0     1.853e+11 
    20.30          195.0     1.856e+11 
    20.30          200.0     1.881e+11 
    20.30          205.0     1.896e+11 
    20.30          210.0     1.908e+11 
    20.30          215.0     1.931e+11 
    20.30          220.0     1.938e+11 
    20.30          225.0     1.949e+11 
    20.30          230.0     1.971e+11 
    20.30          235.0     2.009e+11 
    20.30          240.0     2.040e+11 
    20.30          245.0     2.057e+11 
    20.30          250.0     2.066e+11 
    20.30          255.0     2.072e+11 
    20.30          260.0     2.069e+11 
    20.30          265.0     2.051e+11 
    20.30          270.0     2.024e+11 
    20.30          275.0     1.989e+11 
    20.30          280.0     1.945e+11 
    20.30          285.0     1.898e+11 
    20.30          290.0     1.855e+11 
    20.30          295.0     1.813e+11 
    20.30          300.0     1.770e+11 
    20.30          305.0     1.724e+11 
    20.30          310.0     1.674e+11 
    20.30          315.0     1.619e+11 
    20.30          320.0     1.562e+11 
    20.30          325.0     1.505e+11 
    20.30          330.0     1.447e+11 
    20.30          335.0     1.395e+11 
    20.30          340.0     1.347e+11 
    20.30          345.0     1.303e+11 
    20.30          350.0     1.263e+11 
    20.30          355.0     1.228e+11 
    20.30          360.0     1.195e+11 
    20.30          365.0     1.164e+11 
    20.30          370.0     1.134e+11 
    20.30          375.0     1.104e+11 
    20.30          380.0     1.074e+11 
    20.30          385.0     1.042e+11 
    20.30          390.0     1.010e+11 
    20.30          395.0     9.776e+10 
    20.30          400.0     9.448e+10 
    20.30          405.0     9.131e+10 
    20.30          410.0     8.824e+10 
    20.30          415.0     8.512e+10 
    20.30          420.0     8.205e+10 
    20.30          425.0     7.971e+10 
    20.30          430.0     7.807e+10 
    20.30          435.0     7.720e+10 
    20.30          440.0     7.717e+10 
    20.30          445.0     7.792e+10 
    20.30          450.0     7.876e+10 
    20.30          455.0     7.957e+10 
    20.30          460.0     7.945e+10 
    20.30          465.0     7.831e+10 
    20.30          470.0     7.607e+10 
    20.30          475.0     7.289e+10 
    20.30          480.0     6.912e+10 
    20.30          485.0     6.556e+10 
    20.30          490.0     6.226e+10 
    20.30          495.0     5.974e+10 
    20.30          500.0     5.806e+10 
    20.30          505.0     5.690e+10 
    20.30          510.0     5.621e+10 
    20.30          515.0     5.603e+10 
    20.30          520.0     5.589e+10 
    20.30          525.0     5.572e+10 
    20.30          530.0     5.559e+10 
    20.30          535.0     5.556e+10 
    20.30          540.0     5.563e+10 
    20.30          545.0     5.591e+10 
    20.30          550.0     5.581e+10 
    20.30          555.0     5.531e+10 
    20.30          560.0     5.430e+10 
    20.30          565.0     5.253e+10 
    20.30          570.0     4.964e+10 
    20.30          575.0     4.620e+10 
    20.30          580.0     4.235e+10 
    20.30          585.0     4.029e+10 
    20.30          590.0     3.803e+10 
    20.30          595.0     3.586e+10 
    20.30          600.0     3.394e+10 
    20.40           90.0     7.825e+10 
    20.40           95.0     8.837e+10 
    20.40          100.0     9.472e+10 
    20.40          105.0     9.887e+10 
    20.40          110.0     1.028e+11 
    20.40          115.0     1.108e+11 
    20.40          120.0     1.170e+11 
    20.40          125.0     1.238e+11 
    20.40          130.0     1.298e+11 
    20.40          135.0     1.361e+11 
    20.40          140.0     1.446e+11 
    20.40          145.0     1.558e+11 
    20.40          150.0     1.614e+11 
    20.40          155.0     1.716e+11 
    20.40          160.0     1.776e+11 
    20.40          165.0     1.835e+11 
    20.40          170.0     1.848e+11 
    20.40          175.0     1.875e+11 
    20.40          180.0     1.859e+11 
    20.40          185.0     1.858e+11 
    20.40          190.0     1.842e+11 
    20.40          195.0     1.851e+11 
    20.40          200.0     1.881e+11 
    20.40          205.0     1.905e+11 
    20.40          210.0     1.922e+11 
    20.40          215.0     1.948e+11 
    20.40          220.0     1.958e+11 
    20.40          225.0     1.973e+11 
    20.40          230.0     1.996e+11 
    20.40          235.0     2.039e+11 
    20.40          240.0     2.074e+11 
    20.40          245.0     2.094e+11 
    20.40          250.0     2.109e+11 
    20.40          255.0     2.119e+11 
    20.40          260.0     2.119e+11 
    20.40          265.0     2.104e+11 
    20.40          270.0     2.079e+11 
    20.40          275.0     2.045e+11 
    20.40          280.0     2.003e+11 
    20.40          285.0     1.957e+11 
    20.40          290.0     1.914e+11 
    20.40          295.0     1.872e+11 
    20.40          300.0     1.828e+11 
    20.40          305.0     1.780e+11 
    20.40          310.0     1.726e+11 
    20.40          315.0     1.668e+11 
    20.40          320.0     1.608e+11 
    20.40          325.0     1.547e+11 
    20.40          330.0     1.489e+11 
    20.40          335.0     1.435e+11 
    20.40          340.0     1.387e+11 
    20.40          345.0     1.342e+11 
    20.40          350.0     1.303e+11 
    20.40          355.0     1.269e+11 
    20.40          360.0     1.237e+11 
    20.40          365.0     1.206e+11 
    20.40          370.0     1.176e+11 
    20.40          375.0     1.145e+11 
    20.40          380.0     1.112e+11 
    20.40          385.0     1.077e+11 
    20.40          390.0     1.042e+11 
    20.40          395.0     1.006e+11 
    20.40          400.0     9.716e+10 
    20.40          405.0     9.387e+10 
    20.40          410.0     9.066e+10 
    20.40          415.0     8.742e+10 
    20.40          420.0     8.431e+10 
    20.40          425.0     8.195e+10 
    20.40          430.0     8.039e+10 
    20.40          435.0     7.964e+10 
    20.40          440.0     7.973e+10 
    20.40          445.0     8.046e+10 
    20.40          450.0     8.112e+10 
    20.40          455.0     8.165e+10 
    20.40          460.0     8.124e+10 
    20.40          465.0     7.973e+10 
    20.40          470.0     7.723e+10 
    20.40          475.0     7.393e+10 
    20.40          480.0     7.003e+10 
    20.40          485.0     6.636e+10 
    20.40          490.0     6.304e+10 
    20.40          495.0     6.052e+10 
    20.40          500.0     5.868e+10 
    20.40          505.0     5.731e+10 
    20.40          510.0     5.640e+10 
    20.40          515.0     5.603e+10 
    20.40          520.0     5.579e+10 
    20.40          525.0     5.566e+10 
    20.40          530.0     5.565e+10 
    20.40          535.0     5.585e+10 
    20.40          540.0     5.623e+10 
    20.40          545.0     5.673e+10 
    20.40          550.0     5.682e+10 
    20.40          555.0     5.633e+10 
    20.40          560.0     5.517e+10 
    20.40          565.0     5.314e+10 
    20.40          570.0     5.010e+10 
    20.40          575.0     4.668e+10 
    20.40          580.0     4.304e+10 
    20.40          585.0     4.113e+10 
    20.40          590.0     3.911e+10 
    20.40          595.0     3.719e+10 
    20.40          600.0     3.527e+10 
    20.50           90.0     7.732e+10 
    20.50           95.0     8.733e+10 
    20.50          100.0     9.373e+10 
    20.50          105.0     9.766e+10 
    20.50          110.0     1.015e+11 
    20.50          115.0     1.094e+11 
    20.50          120.0     1.152e+11 
    20.50          125.0     1.210e+11 
    20.50          130.0     1.263e+11 
    20.50          135.0     1.322e+11 
    20.50          140.0     1.402e+11 
    20.50          145.0     1.510e+11 
    20.50          150.0     1.577e+11 
    20.50          155.0     1.687e+11 
    20.50          160.0     1.752e+11 
    20.50          165.0     1.812e+11 
    20.50          170.0     1.829e+11 
    20.50          175.0     1.852e+11 
    20.50          180.0     1.828e+11 
    20.50          185.0     1.825e+11 
    20.50          190.0     1.812e+11 
    20.50          195.0     1.828e+11 
    20.50          200.0     1.864e+11 
    20.50          205.0     1.900e+11 
    20.50          210.0     1.928e+11 
    20.50          215.0     1.962e+11 
    20.50          220.0     1.979e+11 
    20.50          225.0     2.002e+11 
    20.50          230.0     2.031e+11 
    20.50          235.0     2.080e+11 
    20.50          240.0     2.124e+11 
    20.50          245.0     2.154e+11 
    20.50          250.0     2.175e+11 
    20.50          255.0     2.191e+11 
    20.50          260.0     2.197e+11 
    20.50          265.0     2.184e+11 
    20.50          270.0     2.162e+11 
    20.50          275.0     2.130e+11 
    20.50          280.0     2.090e+11 
    20.50          285.0     2.046e+11 
    20.50          290.0     2.004e+11 
    20.50          295.0     1.961e+11 
    20.50          300.0     1.915e+11 
    20.50          305.0     1.863e+11 
    20.50          310.0     1.806e+11 
    20.50          315.0     1.744e+11 
    20.50          320.0     1.681e+11 
    20.50          325.0     1.619e+11 
    20.50          330.0     1.556e+11 
    20.50          335.0     1.499e+11 
    20.50          340.0     1.448e+11 
    20.50          345.0     1.401e+11 
    20.50          350.0     1.362e+11 
    20.50          355.0     1.330e+11 
    20.50          360.0     1.298e+11 
    20.50          365.0     1.265e+11 
    20.50          370.0     1.230e+11 
    20.50          375.0     1.194e+11 
    20.50          380.0     1.155e+11 
    20.50          385.0     1.116e+11 
    20.50          390.0     1.080e+11 
    20.50          395.0     1.045e+11 
    20.50          400.0     1.012e+11 
    20.50          405.0     9.799e+10 
    20.50          410.0     9.477e+10 
    20.50          415.0     9.159e+10 
    20.50          420.0     8.861e+10 
    20.50          425.0     8.640e+10 
    20.50          430.0     8.500e+10 
    20.50          435.0     8.405e+10 
    20.50          440.0     8.362e+10 
    20.50          445.0     8.369e+10 
    20.50          450.0     8.360e+10 
    20.50          455.0     8.321e+10 
    20.50          460.0     8.213e+10 
    20.50          465.0     8.027e+10 
    20.50          470.0     7.754e+10 
    20.50          475.0     7.410e+10 
    20.50          480.0     7.025e+10 
    20.50          485.0     6.672e+10 
    20.50          490.0     6.352e+10 
    20.50          495.0     6.096e+10 
    20.50          500.0     5.901e+10 
    20.50          505.0     5.749e+10 
    20.50          510.0     5.638e+10 
    20.50          515.0     5.585e+10 
    20.50          520.0     5.556e+10 
    20.50          525.0     5.549e+10 
    20.50          530.0     5.572e+10 
    20.50          535.0     5.625e+10 
    20.50          540.0     5.692e+10 
    20.50          545.0     5.781e+10 
    20.50          550.0     5.804e+10 
    20.50          555.0     5.755e+10 
    20.50          560.0     5.626e+10 
    20.50          565.0     5.407e+10 
    20.50          570.0     5.086e+10 
    20.50          575.0     4.741e+10 
    20.50          580.0     4.388e+10 
    20.50          585.0     4.204e+10 
    20.50          590.0     4.018e+10 
    20.50          595.0     3.836e+10 
    20.50          600.0     3.677e+10 
    20.60           90.0     7.694e+10 
    20.60           95.0     8.601e+10 
    20.60          100.0     9.234e+10 
    20.60          105.0     9.592e+10 
    20.60          110.0     9.950e+10 
    20.60          115.0     1.070e+11 
    20.60          120.0     1.119e+11 
    20.60          125.0     1.163e+11 
    20.60          130.0     1.213e+11 
    20.60          135.0     1.265e+11 
    20.60          140.0     1.341e+11 
    20.60          145.0     1.441e+11 
    20.60          150.0     1.522e+11 
    20.60          155.0     1.640e+11 
    20.60          160.0     1.709e+11 
    20.60          165.0     1.769e+11 
    20.60          170.0     1.796e+11 
    20.60          175.0     1.809e+11 
    20.60          180.0     1.772e+11 
    20.60          185.0     1.766e+11 
    20.60          190.0     1.755e+11 
    20.60          195.0     1.777e+11 
    20.60          200.0     1.823e+11 
    20.60          205.0     1.873e+11 
    20.60          210.0     1.919e+11 
    20.60          215.0     1.970e+11 
    20.60          220.0     2.002e+11 
    20.60          225.0     2.040e+11 
    20.60          230.0     2.087e+11 
    20.60          235.0     2.149e+11 
    20.60          240.0     2.205e+11 
    20.60          245.0     2.246e+11 
    20.60          250.0     2.277e+11 
    20.60          255.0     2.299e+11 
    20.60          260.0     2.310e+11 
    20.60          265.0     2.303e+11 
    20.60          270.0     2.286e+11 
    20.60          275.0     2.259e+11 
    20.60          280.0     2.223e+11 
    20.60          285.0     2.180e+11 
    20.60          290.0     2.137e+11 
    20.60          295.0     2.092e+11 
    20.60          300.0     2.042e+11 
    20.60          305.0     1.986e+11 
    20.60          310.0     1.926e+11 
    20.60          315.0     1.859e+11 
    20.60          320.0     1.790e+11 
    20.60          325.0     1.721e+11 
    20.60          330.0     1.652e+11 
    20.60          335.0     1.591e+11 
    20.60          340.0     1.538e+11 
    20.60          345.0     1.493e+11 
    20.60          350.0     1.453e+11 
