   UT, hrs       ALT, km       Ne, el/m^3  
    11.10          590.0     2.824e+10 
    11.10          595.0     2.893e+10 
    11.10          600.0     2.962e+10 
    11.20           90.0     3.741e+10 
    11.20           95.0     4.048e+10 
    11.20          100.0     4.581e+10 
    11.20          105.0     5.001e+10 
    11.20          110.0     5.219e+10 
    11.20          115.0     5.681e+10 
    11.20          120.0     5.937e+10 
    11.20          125.0     6.010e+10 
    11.20          130.0     6.059e+10 
    11.20          135.0     6.384e+10 
    11.20          140.0     6.814e+10 
    11.20          145.0     7.759e+10 
    11.20          150.0     8.409e+10 
    11.20          155.0     9.101e+10 
    11.20          160.0     9.577e+10 
    11.20          165.0     1.017e+11 
    11.20          170.0     1.044e+11 
    11.20          175.0     1.103e+11 
    11.20          180.0     1.162e+11 
    11.20          185.0     1.223e+11 
    11.20          190.0     1.278e+11 
    11.20          195.0     1.332e+11 
    11.20          200.0     1.385e+11 
    11.20          205.0     1.429e+11 
    11.20          210.0     1.418e+11 
    11.20          215.0     1.412e+11 
    11.20          220.0     1.416e+11 
    11.20          225.0     1.421e+11 
    11.20          230.0     1.426e+11 
    11.20          235.0     1.485e+11 
    11.20          240.0     1.530e+11 
    11.20          245.0     1.555e+11 
    11.20          250.0     1.569e+11 
    11.20          255.0     1.578e+11 
    11.20          260.0     1.578e+11 
    11.20          265.0     1.571e+11 
    11.20          270.0     1.559e+11 
    11.20          275.0     1.542e+11 
    11.20          280.0     1.516e+11 
    11.20          285.0     1.480e+11 
    11.20          290.0     1.436e+11 
    11.20          295.0     1.385e+11 
    11.20          300.0     1.331e+11 
    11.20          305.0     1.278e+11 
    11.20          310.0     1.228e+11 
    11.20          315.0     1.184e+11 
    11.20          320.0     1.147e+11 
    11.20          325.0     1.116e+11 
    11.20          330.0     1.091e+11 
    11.20          335.0     1.067e+11 
    11.20          340.0     1.040e+11 
    11.20          345.0     1.007e+11 
    11.20          350.0     9.688e+10 
    11.20          355.0     9.267e+10 
    11.20          360.0     8.846e+10 
    11.20          365.0     8.427e+10 
    11.20          370.0     8.068e+10 
    11.20          375.0     7.756e+10 
    11.20          380.0     7.474e+10 
    11.20          385.0     7.219e+10 
    11.20          390.0     6.965e+10 
    11.20          395.0     6.670e+10 
    11.20          400.0     6.334e+10 
    11.20          405.0     6.022e+10 
    11.20          410.0     5.769e+10 
    11.20          415.0     5.604e+10 
    11.20          420.0     5.516e+10 
    11.20          425.0     5.478e+10 
    11.20          430.0     5.431e+10 
    11.20          435.0     5.357e+10 
    11.20          440.0     5.249e+10 
    11.20          445.0     5.108e+10 
    11.20          450.0     4.966e+10 
    11.20          455.0     4.823e+10 
    11.20          460.0     4.719e+10 
    11.20          465.0     4.662e+10 
    11.20          470.0     4.653e+10 
    11.20          475.0     4.670e+10 
    11.20          480.0     4.677e+10 
    11.20          485.0     4.638e+10 
    11.20          490.0     4.553e+10 
    11.20          495.0     4.453e+10 
    11.20          500.0     4.362e+10 
    11.20          505.0     4.309e+10 
    11.20          510.0     4.279e+10 
    11.20          515.0     4.204e+10 
    11.20          520.0     4.064e+10 
    11.20          525.0     3.856e+10 
    11.20          530.0     3.640e+10 
    11.20          535.0     3.470e+10 
    11.20          540.0     3.393e+10 
    11.20          545.0     3.403e+10 
    11.20          550.0     3.426e+10 
    11.20          555.0     3.402e+10 
    11.20          560.0     3.283e+10 
    11.20          565.0     3.117e+10 
    11.20          570.0     2.960e+10 
    11.20          575.0     2.879e+10 
    11.20          580.0     2.878e+10 
    11.20          585.0     2.894e+10 
    11.20          590.0     2.962e+10 
    11.20          595.0     3.030e+10 
    11.20          600.0     3.098e+10 
    11.30           90.0     3.894e+10 
    11.30           95.0     4.283e+10 
    11.30          100.0     4.872e+10 
    11.30          105.0     5.298e+10 
    11.30          110.0     5.501e+10 
    11.30          115.0     5.992e+10 
    11.30          120.0     6.276e+10 
    11.30          125.0     6.365e+10 
    11.30          130.0     6.412e+10 
    11.30          135.0     6.817e+10 
    11.30          140.0     7.247e+10 
    11.30          145.0     8.250e+10 
    11.30          150.0     8.887e+10 
    11.30          155.0     9.628e+10 
    11.30          160.0     1.009e+11 
    11.30          165.0     1.073e+11 
    11.30          170.0     1.101e+11 
    11.30          175.0     1.170e+11 
    11.30          180.0     1.232e+11 
    11.30          185.0     1.292e+11 
    11.30          190.0     1.348e+11 
    11.30          195.0     1.396e+11 
    11.30          200.0     1.444e+11 
    11.30          205.0     1.490e+11 
    11.30          210.0     1.480e+11 
    11.30          215.0     1.474e+11 
    11.30          220.0     1.478e+11 
    11.30          225.0     1.481e+11 
    11.30          230.0     1.482e+11 
    11.30          235.0     1.545e+11 
    11.30          240.0     1.594e+11 
    11.30          245.0     1.622e+11 
    11.30          250.0     1.639e+11 
    11.30          255.0     1.649e+11 
    11.30          260.0     1.648e+11 
    11.30          265.0     1.636e+11 
    11.30          270.0     1.619e+11 
    11.30          275.0     1.597e+11 
    11.30          280.0     1.566e+11 
    11.30          285.0     1.526e+11 
    11.30          290.0     1.480e+11 
    11.30          295.0     1.429e+11 
    11.30          300.0     1.373e+11 
    11.30          305.0     1.320e+11 
    11.30          310.0     1.268e+11 
    11.30          315.0     1.222e+11 
    11.30          320.0     1.183e+11 
    11.30          325.0     1.151e+11 
    11.30          330.0     1.124e+11 
    11.30          335.0     1.098e+11 
    11.30          340.0     1.068e+11 
    11.30          345.0     1.033e+11 
    11.30          350.0     9.929e+10 
    11.30          355.0     9.491e+10 
    11.30          360.0     9.063e+10 
    11.30          365.0     8.631e+10 
    11.30          370.0     8.234e+10 
    11.30          375.0     7.874e+10 
    11.30          380.0     7.554e+10 
    11.30          385.0     7.263e+10 
    11.30          390.0     6.996e+10 
    11.30          395.0     6.699e+10 
    11.30          400.0     6.365e+10 
    11.30          405.0     6.058e+10 
    11.30          410.0     5.813e+10 
    11.30          415.0     5.647e+10 
    11.30          420.0     5.559e+10 
    11.30          425.0     5.526e+10 
    11.30          430.0     5.487e+10 
    11.30          435.0     5.401e+10 
    11.30          440.0     5.273e+10 
    11.30          445.0     5.117e+10 
    11.30          450.0     4.963e+10 
    11.30          455.0     4.839e+10 
    11.30          460.0     4.772e+10 
    11.30          465.0     4.758e+10 
    11.30          470.0     4.788e+10 
    11.30          475.0     4.845e+10 
    11.30          480.0     4.867e+10 
    11.30          485.0     4.846e+10 
    11.30          490.0     4.790e+10 
    11.30          495.0     4.714e+10 
    11.30          500.0     4.637e+10 
    11.30          505.0     4.592e+10 
    11.30          510.0     4.568e+10 
    11.30          515.0     4.501e+10 
    11.30          520.0     4.375e+10 
    11.30          525.0     4.189e+10 
    11.30          530.0     3.987e+10 
    11.30          535.0     3.812e+10 
    11.30          540.0     3.714e+10 
    11.30          545.0     3.674e+10 
    11.30          550.0     3.634e+10 
    11.30          555.0     3.548e+10 
    11.30          560.0     3.377e+10 
    11.30          565.0     3.156e+10 
    11.30          570.0     2.965e+10 
    11.30          575.0     2.858e+10 
    11.30          580.0     2.829e+10 
    11.30          585.0     2.832e+10 
    11.30          590.0     2.897e+10 
    11.30          595.0     2.958e+10 
    11.30          600.0     3.005e+10 
    11.40           90.0     4.070e+10 
    11.40           95.0     4.529e+10 
    11.40          100.0     5.163e+10 
    11.40          105.0     5.595e+10 
    11.40          110.0     5.787e+10 
    11.40          115.0     6.309e+10 
    11.40          120.0     6.615e+10 
    11.40          125.0     6.690e+10 
    11.40          130.0     6.835e+10 
    11.40          135.0     7.294e+10 
    11.40          140.0     7.734e+10 
    11.40          145.0     8.794e+10 
    11.40          150.0     9.514e+10 
    11.40          155.0     1.029e+11 
    11.40          160.0     1.082e+11 
    11.40          165.0     1.154e+11 
    11.40          170.0     1.185e+11 
    11.40          175.0     1.256e+11 
    11.40          180.0     1.309e+11 
    11.40          185.0     1.364e+11 
    11.40          190.0     1.412e+11 
    11.40          195.0     1.454e+11 
    11.40          200.0     1.498e+11 
    11.40          205.0     1.550e+11 
    11.40          210.0     1.539e+11 
    11.40          215.0     1.535e+11 
    11.40          220.0     1.541e+11 
    11.40          225.0     1.544e+11 
    11.40          230.0     1.543e+11 
    11.40          235.0     1.610e+11 
    11.40          240.0     1.664e+11 
    11.40          245.0     1.695e+11 
    11.40          250.0     1.711e+11 
    11.40          255.0     1.718e+11 
    11.40          260.0     1.712e+11 
    11.40          265.0     1.693e+11 
    11.40          270.0     1.671e+11 
    11.40          275.0     1.646e+11 
    11.40          280.0     1.612e+11 
    11.40          285.0     1.573e+11 
    11.40          290.0     1.528e+11 
    11.40          295.0     1.477e+11 
    11.40          300.0     1.420e+11 
    11.40          305.0     1.362e+11 
    11.40          310.0     1.304e+11 
    11.40          315.0     1.251e+11 
    11.40          320.0     1.206e+11 
    11.40          325.0     1.168e+11 
    11.40          330.0     1.138e+11 
    11.40          335.0     1.112e+11 
    11.40          340.0     1.085e+11 
    11.40          345.0     1.054e+11 
    11.40          350.0     1.018e+11 
    11.40          355.0     9.762e+10 
    11.40          360.0     9.318e+10 
    11.40          365.0     8.846e+10 
    11.40          370.0     8.397e+10 
    11.40          375.0     7.995e+10 
    11.40          380.0     7.645e+10 
    11.40          385.0     7.339e+10 
    11.40          390.0     7.054e+10 
    11.40          395.0     6.743e+10 
    11.40          400.0     6.405e+10 
    11.40          405.0     6.109e+10 
    11.40          410.0     5.875e+10 
    11.40          415.0     5.725e+10 
    11.40          420.0     5.632e+10 
    11.40          425.0     5.561e+10 
    11.40          430.0     5.446e+10 
    11.40          435.0     5.275e+10 
    11.40          440.0     5.077e+10 
    11.40          445.0     4.907e+10 
    11.40          450.0     4.795e+10 
    11.40          455.0     4.740e+10 
    11.40          460.0     4.759e+10 
    11.40          465.0     4.821e+10 
    11.40          470.0     4.899e+10 
    11.40          475.0     4.974e+10 
    11.40          480.0     5.022e+10 
    11.40          485.0     5.030e+10 
    11.40          490.0     4.998e+10 
    11.40          495.0     4.943e+10 
    11.40          500.0     4.889e+10 
    11.40          505.0     4.855e+10 
    11.40          510.0     4.833e+10 
    11.40          515.0     4.773e+10 
    11.40          520.0     4.659e+10 
    11.40          525.0     4.487e+10 
    11.40          530.0     4.290e+10 
    11.40          535.0     4.098e+10 
    11.40          540.0     3.958e+10 
    11.40          545.0     3.871e+10 
    11.40          550.0     3.767e+10 
    11.40          555.0     3.612e+10 
    11.40          560.0     3.386e+10 
    11.40          565.0     3.122e+10 
    11.40          570.0     2.878e+10 
    11.40          575.0     2.725e+10 
    11.40          580.0     2.666e+10 
    11.40          585.0     2.652e+10 
    11.40          590.0     2.699e+10 
    11.40          595.0     2.747e+10 
    11.40          600.0     2.797e+10 
    11.50           90.0     4.309e+10 
    11.50           95.0     4.786e+10 
    11.50          100.0     5.404e+10 
    11.50          105.0     5.860e+10 
    11.50          110.0     6.038e+10 
    11.50          115.0     6.573e+10 
    11.50          120.0     6.868e+10 
    11.50          125.0     6.982e+10 
    11.50          130.0     7.156e+10 
    11.50          135.0     7.644e+10 
    11.50          140.0     8.088e+10 
    11.50          145.0     9.175e+10 
    11.50          150.0     9.985e+10 
    11.50          155.0     1.080e+11 
    11.50          160.0     1.141e+11 
    11.50          165.0     1.222e+11 
    11.50          170.0     1.265e+11 
    11.50          175.0     1.336e+11 
    11.50          180.0     1.390e+11 
    11.50          185.0     1.442e+11 
    11.50          190.0     1.485e+11 
    11.50          195.0     1.517e+11 
    11.50          200.0     1.555e+11 
    11.50          205.0     1.607e+11 
    11.50          210.0     1.601e+11 
    11.50          215.0     1.605e+11 
    11.50          220.0     1.617e+11 
    11.50          225.0     1.626e+11 
    11.50          230.0     1.628e+11 
    11.50          235.0     1.697e+11 
    11.50          240.0     1.755e+11 
    11.50          245.0     1.789e+11 
    11.50          250.0     1.807e+11 
    11.50          255.0     1.811e+11 
    11.50          260.0     1.800e+11 
    11.50          265.0     1.777e+11 
    11.50          270.0     1.752e+11 
    11.50          275.0     1.727e+11 
    11.50          280.0     1.695e+11 
    11.50          285.0     1.654e+11 
    11.50          290.0     1.606e+11 
    11.50          295.0     1.551e+11 
    11.50          300.0     1.487e+11 
    11.50          305.0     1.423e+11 
    11.50          310.0     1.358e+11 
    11.50          315.0     1.300e+11 
    11.50          320.0     1.251e+11 
    11.50          325.0     1.211e+11 
    11.50          330.0     1.180e+11 
    11.50          335.0     1.153e+11 
    11.50          340.0     1.123e+11 
    11.50          345.0     1.088e+11 
    11.50          350.0     1.047e+11 
    11.50          355.0     1.000e+11 
    11.50          360.0     9.520e+10 
    11.50          365.0     9.028e+10 
    11.50          370.0     8.576e+10 
    11.50          375.0     8.175e+10 
    11.50          380.0     7.830e+10 
    11.50          385.0     7.533e+10 
    11.50          390.0     7.295e+10 
    11.50          395.0     7.065e+10 
    11.50          400.0     6.838e+10 
    11.50          405.0     6.626e+10 
    11.50          410.0     6.426e+10 
    11.50          415.0     6.226e+10 
    11.50          420.0     6.026e+10 
    11.50          425.0     5.812e+10 
    11.50          430.0     5.573e+10 
    11.50          435.0     5.319e+10 
    11.50          440.0     5.085e+10 
    11.50          445.0     4.904e+10 
    11.50          450.0     4.787e+10 
    11.50          455.0     4.734e+10 
    11.50          460.0     4.751e+10 
    11.50          465.0     4.800e+10 
    11.50          470.0     4.851e+10 
    11.50          475.0     4.894e+10 
    11.50          480.0     4.920e+10 
    11.50          485.0     4.924e+10 
    11.50          490.0     4.909e+10 
    11.50          495.0     4.882e+10 
    11.50          500.0     4.857e+10 
    11.50          505.0     4.842e+10 
    11.50          510.0     4.828e+10 
    11.50          515.0     4.775e+10 
    11.50          520.0     4.674e+10 
    11.50          525.0     4.524e+10 
    11.50          530.0     4.351e+10 
    11.50          535.0     4.186e+10 
    11.50          540.0     4.071e+10 
    11.50          545.0     4.004e+10 
    11.50          550.0     3.906e+10 
    11.50          555.0     3.747e+10 
    11.50          560.0     3.504e+10 
    11.50          565.0     3.216e+10 
    11.50          570.0     2.953e+10 
    11.50          575.0     2.793e+10 
    11.50          580.0     2.740e+10 
    11.50          585.0     2.733e+10 
    11.50          590.0     2.794e+10 
    11.50          595.0     2.855e+10 
    11.50          600.0     2.916e+10 
    11.60           90.0     4.877e+10 
    11.60           95.0     5.269e+10 
    11.60          100.0     5.832e+10 
    11.60          105.0     6.251e+10 
    11.60          110.0     6.382e+10 
    11.60          115.0     6.851e+10 
    11.60          120.0     7.123e+10 
    11.60          125.0     7.230e+10 
    11.60          130.0     7.375e+10 
    11.60          135.0     7.889e+10 
    11.60          140.0     8.310e+10 
    11.60          145.0     9.395e+10 
    11.60          150.0     1.019e+11 
    11.60          155.0     1.110e+11 
    11.60          160.0     1.179e+11 
    11.60          165.0     1.269e+11 
    11.60          170.0     1.319e+11 
    11.60          175.0     1.398e+11 
    11.60          180.0     1.456e+11 
    11.60          185.0     1.511e+11 
    11.60          190.0     1.554e+11 
    11.60          195.0     1.582e+11 
    11.60          200.0     1.615e+11 
    11.60          205.0     1.663e+11 
    11.60          210.0     1.657e+11 
    11.60          215.0     1.664e+11 
    11.60          220.0     1.684e+11 
    11.60          225.0     1.701e+11 
    11.60          230.0     1.708e+11 
    11.60          235.0     1.780e+11 
    11.60          240.0     1.840e+11 
    11.60          245.0     1.876e+11 
    11.60          250.0     1.894e+11 
    11.60          255.0     1.899e+11 
    11.60          260.0     1.890e+11 
    11.60          265.0     1.866e+11 
    11.60          270.0     1.843e+11 
    11.60          275.0     1.818e+11 
    11.60          280.0     1.785e+11 
    11.60          285.0     1.742e+11 
    11.60          290.0     1.689e+11 
    11.60          295.0     1.627e+11 
    11.60          300.0     1.557e+11 
    11.60          305.0     1.486e+11 
    11.60          310.0     1.416e+11 
    11.60          315.0     1.354e+11 
    11.60          320.0     1.304e+11 
    11.60          325.0     1.264e+11 
    11.60          330.0     1.234e+11 
    11.60          335.0     1.208e+11 
    11.60          340.0     1.178e+11 
    11.60          345.0     1.138e+11 
    11.60          350.0     1.091e+11 
    11.60          355.0     1.038e+11 
    11.60          360.0     9.851e+10 
    11.60          365.0     9.351e+10 
    11.60          370.0     8.920e+10 
    11.60          375.0     8.541e+10 
    11.60          380.0     8.198e+10 
    11.60          385.0     7.892e+10 
    11.60          390.0     7.638e+10 
    11.60          395.0     7.404e+10 
    11.60          400.0     7.200e+10 
    11.60          405.0     7.017e+10 
    11.60          410.0     6.838e+10 
    11.60          415.0     6.647e+10 
    11.60          420.0     6.433e+10 
    11.60          425.0     6.189e+10 
    11.60          430.0     5.923e+10 
    11.60          435.0     5.644e+10 
    11.60          440.0     5.391e+10 
    11.60          445.0     5.191e+10 
    11.60          450.0     5.041e+10 
    11.60          455.0     4.946e+10 
    11.60          460.0     4.921e+10 
    11.60          465.0     4.915e+10 
    11.60          470.0     4.904e+10 
    11.60          475.0     4.892e+10 
    11.60          480.0     4.880e+10 
    11.60          485.0     4.853e+10 
    11.60          490.0     4.827e+10 
    11.60          495.0     4.807e+10 
    11.60          500.0     4.786e+10 
    11.60          505.0     4.765e+10 
    11.60          510.0     4.733e+10 
    11.60          515.0     4.660e+10 
    11.60          520.0     4.562e+10 
    11.60          525.0     4.446e+10 
    11.60          530.0     4.328e+10 
    11.60          535.0     4.220e+10 
    11.60          540.0     4.147e+10 
    11.60          545.0     4.090e+10 
    11.60          550.0     3.976e+10 
    11.60          555.0     3.782e+10 
    11.60          560.0     3.504e+10 
    11.60          565.0     3.188e+10 
    11.60          570.0     2.907e+10 
    11.60          575.0     2.735e+10 
    11.60          580.0     2.678e+10 
    11.60          585.0     2.671e+10 
    11.60          590.0     2.737e+10 
    11.60          595.0     2.804e+10 
    11.60          600.0     2.872e+10 
    11.70           90.0     5.368e+10 
    11.70           95.0     5.694e+10 
    11.70          100.0     6.234e+10 
    11.70          105.0     6.648e+10 
    11.70          110.0     6.745e+10 
    11.70          115.0     7.193e+10 
    11.70          120.0     7.467e+10 
    11.70          125.0     7.556e+10 
    11.70          130.0     7.682e+10 
    11.70          135.0     8.250e+10 
    11.70          140.0     8.646e+10 
    11.70          145.0     9.742e+10 
    11.70          150.0     1.056e+11 
    11.70          155.0     1.155e+11 
    11.70          160.0     1.233e+11 
    11.70          165.0     1.332e+11 
    11.70          170.0     1.387e+11 
    11.70          175.0     1.474e+11 
    11.70          180.0     1.534e+11 
    11.70          185.0     1.585e+11 
    11.70          190.0     1.628e+11 
    11.70          195.0     1.655e+11 
    11.70          200.0     1.687e+11 
    11.70          205.0     1.732e+11 
    11.70          210.0     1.728e+11 
    11.70          215.0     1.738e+11 
    11.70          220.0     1.764e+11 
    11.70          225.0     1.786e+11 
    11.70          230.0     1.798e+11 
    11.70          235.0     1.868e+11 
    11.70          240.0     1.924e+11 
    11.70          245.0     1.956e+11 
    11.70          250.0     1.972e+11 
    11.70          255.0     1.973e+11 
    11.70          260.0     1.962e+11 
    11.70          265.0     1.938e+11 
    11.70          270.0     1.913e+11 
    11.70          275.0     1.887e+11 
    11.70          280.0     1.851e+11 
    11.70          285.0     1.804e+11 
    11.70          290.0     1.745e+11 
    11.70          295.0     1.676e+11 
    11.70          300.0     1.599e+11 
    11.70          305.0     1.524e+11 
    11.70          310.0     1.453e+11 
    11.70          315.0     1.394e+11 
    11.70          320.0     1.348e+11 
    11.70          325.0     1.311e+11 
    11.70          330.0     1.280e+11 
    11.70          335.0     1.249e+11 
    11.70          340.0     1.211e+11 
    11.70          345.0     1.163e+11 
    11.70          350.0     1.110e+11 
    11.70          355.0     1.054e+11 
    11.70          360.0     1.002e+11 
    11.70          365.0     9.557e+10 
    11.70          370.0     9.164e+10 
    11.70          375.0     8.820e+10 
    11.70          380.0     8.510e+10 
    11.70          385.0     8.225e+10 
    11.70          390.0     7.979e+10 
    11.70          395.0     7.767e+10 
    11.70          400.0     7.591e+10 
    11.70          405.0     7.428e+10 
    11.70          410.0     7.260e+10 
    11.70          415.0     7.042e+10 
    11.70          420.0     6.772e+10 
    11.70          425.0     6.465e+10 
    11.70          430.0     6.147e+10 
    11.70          435.0     5.836e+10 
    11.70          440.0     5.581e+10 
    11.70          445.0     5.395e+10 
    11.70          450.0     5.244e+10 
    11.70          455.0     5.116e+10 
    11.70          460.0     5.025e+10 
    11.70          465.0     4.953e+10 
    11.70          470.0     4.883e+10 
    11.70          475.0     4.837e+10 
    11.70          480.0     4.816e+10 
    11.70          485.0     4.801e+10 
    11.70          490.0     4.790e+10 
    11.70          495.0     4.777e+10 
    11.70          500.0     4.758e+10 
    11.70          505.0     4.723e+10 
    11.70          510.0     4.667e+10 
    11.70          515.0     4.587e+10 
    11.70          520.0     4.493e+10 
    11.70          525.0     4.396e+10 
    11.70          530.0     4.308e+10 
    11.70          535.0     4.232e+10 
    11.70          540.0     4.169e+10 
    11.70          545.0     4.116e+10 
    11.70          550.0     3.986e+10 
    11.70          555.0     3.778e+10 
    11.70          560.0     3.487e+10 
    11.70          565.0     3.161e+10 
    11.70          570.0     2.873e+10 
    11.70          575.0     2.697e+10 
    11.70          580.0     2.636e+10 
    11.70          585.0     2.628e+10 
    11.70          590.0     2.693e+10 
    11.70          595.0     2.754e+10 
    11.70          600.0     2.814e+10 
    11.80           90.0     5.817e+10 
    11.80           95.0     6.064e+10 
    11.80          100.0     6.589e+10 
    11.80          105.0     6.997e+10 
    11.80          110.0     7.075e+10 
    11.80          115.0     7.511e+10 
    11.80          120.0     7.798e+10 
    11.80          125.0     7.888e+10 
    11.80          130.0     8.075e+10 
    11.80          135.0     8.705e+10 
    11.80          140.0     9.117e+10 
    11.80          145.0     1.024e+11 
    11.80          150.0     1.105e+11 
    11.80          155.0     1.203e+11 
    11.80          160.0     1.289e+11 
    11.80          165.0     1.392e+11 
    11.80          170.0     1.452e+11 
    11.80          175.0     1.546e+11 
    11.80          180.0     1.609e+11 
    11.80          185.0     1.658e+11 
    11.80          190.0     1.705e+11 
    11.80          195.0     1.730e+11 
    11.80          200.0     1.758e+11 
    11.80          205.0     1.799e+11 
    11.80          210.0     1.797e+11 
    11.80          215.0     1.811e+11 
    11.80          220.0     1.841e+11 
    11.80          225.0     1.871e+11 
    11.80          230.0     1.886e+11 
    11.80          235.0     1.951e+11 
    11.80          240.0     2.001e+11 
    11.80          245.0     2.027e+11 
    11.80          250.0     2.038e+11 
    11.80          255.0     2.036e+11 
    11.80          260.0     2.022e+11 
    11.80          265.0     1.997e+11 
    11.80          270.0     1.971e+11 
    11.80          275.0     1.943e+11 
    11.80          280.0     1.904e+11 
    11.80          285.0     1.852e+11 
    11.80          290.0     1.788e+11 
    11.80          295.0     1.714e+11 
    11.80          300.0     1.634e+11 
    11.80          305.0     1.559e+11 
    11.80          310.0     1.490e+11 
    11.80          315.0     1.432e+11 
    11.80          320.0     1.386e+11 
    11.80          325.0     1.346e+11 
    11.80          330.0     1.309e+11 
    11.80          335.0     1.270e+11 
    11.80          340.0     1.225e+11 
    11.80          345.0     1.171e+11 
    11.80          350.0     1.113e+11 
    11.80          355.0     1.056e+11 
    11.80          360.0     1.006e+11 
    11.80          365.0     9.628e+10 
    11.80          370.0     9.284e+10 
    11.80          375.0     8.989e+10 
    11.80          380.0     8.709e+10 
    11.80          385.0     8.453e+10 
    11.80          390.0     8.226e+10 
    11.80          395.0     8.033e+10 
    11.80          400.0     7.871e+10 
    11.80          405.0     7.698e+10 
    11.80          410.0     7.487e+10 
    11.80          415.0     7.220e+10 
    11.80          420.0     6.900e+10 
    11.80          425.0     6.561e+10 
    11.80          430.0     6.243e+10 
    11.80          435.0     5.965e+10 
    11.80          440.0     5.733e+10 
    11.80          445.0     5.547e+10 
    11.80          450.0     5.372e+10 
    11.80          455.0     5.195e+10 
    11.80          460.0     5.052e+10 
    11.80          465.0     4.938e+10 
    11.80          470.0     4.850e+10 
    11.80          475.0     4.792e+10 
    11.80          480.0     4.780e+10 
    11.80          485.0     4.773e+10 
    11.80          490.0     4.766e+10 
    11.80          495.0     4.746e+10 
    11.80          500.0     4.709e+10 
    11.80          505.0     4.648e+10 
    11.80          510.0     4.565e+10 
    11.80          515.0     4.471e+10 
    11.80          520.0     4.381e+10 
    11.80          525.0     4.305e+10 
    11.80          530.0     4.244e+10 
    11.80          535.0     4.195e+10 
    11.80          540.0     4.148e+10 
    11.80          545.0     4.106e+10 
    11.80          550.0     3.979e+10 
    11.80          555.0     3.768e+10 
    11.80          560.0     3.489e+10 
    11.80          565.0     3.187e+10 
    11.80          570.0     2.918e+10 
    11.80          575.0     2.762e+10 
    11.80          580.0     2.726e+10 
    11.80          585.0     2.729e+10 
    11.80          590.0     2.791e+10 
    11.80          595.0     2.854e+10 
    11.80          600.0     2.923e+10 
    11.90           90.0     6.097e+10 
    11.90           95.0     6.319e+10 
    11.90          100.0     6.841e+10 
    11.90          105.0     7.231e+10 
    11.90          110.0     7.301e+10 
    11.90          115.0     7.753e+10 
    11.90          120.0     8.064e+10 
    11.90          125.0     8.213e+10 
    11.90          130.0     8.479e+10 
    11.90          135.0     9.233e+10 
    11.90          140.0     9.669e+10 
    11.90          145.0     1.082e+11 
    11.90          150.0     1.157e+11 
    11.90          155.0     1.252e+11 
    11.90          160.0     1.336e+11 
    11.90          165.0     1.442e+11 
    11.90          170.0     1.507e+11 
    11.90          175.0     1.609e+11 
    11.90          180.0     1.681e+11 
    11.90          185.0     1.733e+11 
    11.90          190.0     1.779e+11 
    11.90          195.0     1.802e+11 
    11.90          200.0     1.823e+11 
    11.90          205.0     1.857e+11 
    11.90          210.0     1.855e+11 
    11.90          215.0     1.873e+11 
    11.90          220.0     1.907e+11 
    11.90          225.0     1.947e+11 
    11.90          230.0     1.967e+11 
    11.90          235.0     2.026e+11 
    11.90          240.0     2.071e+11 
    11.90          245.0     2.093e+11 
    11.90          250.0     2.099e+11 
    11.90          255.0     2.095e+11 
    11.90          260.0     2.080e+11 
    11.90          265.0     2.055e+11 
    11.90          270.0     2.027e+11 
    11.90          275.0     1.998e+11 
    11.90          280.0     1.955e+11 
    11.90          285.0     1.899e+11 
    11.90          290.0     1.830e+11 
    11.90          295.0     1.752e+11 
    11.90          300.0     1.669e+11 
    11.90          305.0     1.592e+11 
    11.90          310.0     1.524e+11 
    11.90          315.0     1.466e+11 
    11.90          320.0     1.417e+11 
    11.90          325.0     1.372e+11 
    11.90          330.0     1.328e+11 
    11.90          335.0     1.281e+11 
    11.90          340.0     1.227e+11 
    11.90          345.0     1.167e+11 
    11.90          350.0     1.104e+11 
    11.90          355.0     1.046e+11 
    11.90          360.0     9.964e+10 
    11.90          365.0     9.569e+10 
    11.90          370.0     9.272e+10 
    11.90          375.0     9.020e+10 
    11.90          380.0     8.771e+10 
    11.90          385.0     8.534e+10 
    11.90          390.0     8.322e+10 
    11.90          395.0     8.135e+10 
    11.90          400.0     7.972e+10 
    11.90          405.0     7.790e+10 
    11.90          410.0     7.567e+10 
    11.90          415.0     7.287e+10 
    11.90          420.0     6.952e+10 
    11.90          425.0     6.607e+10 
    11.90          430.0     6.295e+10 
    11.90          435.0     6.027e+10 
    11.90          440.0     5.805e+10 
    11.90          445.0     5.618e+10 
    11.90          450.0     5.422e+10 
    11.90          455.0     5.215e+10 
    11.90          460.0     5.037e+10 
    11.90          465.0     4.891e+10 
    11.90          470.0     4.786e+10 
    11.90          475.0     4.719e+10 
    11.90          480.0     4.698e+10 
    11.90          485.0     4.678e+10 
    11.90          490.0     4.659e+10 
    11.90          495.0     4.623e+10 
    11.90          500.0     4.569e+10 
    11.90          505.0     4.492e+10 
    11.90          510.0     4.394e+10 
    11.90          515.0     4.298e+10 
    11.90          520.0     4.219e+10 
    11.90          525.0     4.161e+10 
    11.90          530.0     4.127e+10 
    11.90          535.0     4.107e+10 
    11.90          540.0     4.082e+10 
    11.90          545.0     4.053e+10 
    11.90          550.0     3.958e+10 
    11.90          555.0     3.798e+10 
    11.90          560.0     3.577e+10 
    11.90          565.0     3.339e+10 
    11.90          570.0     3.135e+10 
    11.90          575.0     3.027e+10 
